user_id,signup_month,active_month,plan,mrr,churned
U1028,2024.01,2024.01,business,900000,0
U1028,2024.01,2024.02,business,918000,0
U1028,2024.01,2024.03,business,936000,0
U1028,2024.01,2024.04,business,954000,0
U1028,2024.01,2024.05,business,972000,0
U1028,2024.01,2024.06,business,990000,0
U1029,2024.01,2024.01,business,900000,1
U1030,2024.01,2024.01,starter,100000,1
U1031,2024.01,2024.01,pro,400000,0
U1031,2024.01,2024.02,pro,408000,0
U1031,2024.01,2024.03,pro,416000,0
U1031,2024.01,2024.04,pro,424000,0
U1031,2024.01,2024.05,pro,432000,0
U1031,2024.01,2024.06,pro,440000,0
U1032,2024.01,2024.01,business,900000,0
U1032,2024.01,2024.02,business,918000,0
U1032,2024.01,2024.03,business,936000,0
U1032,2024.01,2024.04,business,954000,0
U1032,2024.01,2024.05,business,972000,0
U1032,2024.01,2024.06,business,990000,0
U1033,2024.01,2024.01,starter,100000,0
U1033,2024.01,2024.02,starter,100000,0
U1033,2024.01,2024.03,starter,100000,0
U1033,2024.01,2024.04,starter,100000,0
U1033,2024.01,2024.05,starter,100000,0
U1033,2024.01,2024.06,starter,100000,0
U1034,2024.01,2024.01,starter,100000,0
U1034,2024.01,2024.02,starter,100000,0
U1034,2024.01,2024.03,starter,100000,0
U1034,2024.01,2024.04,starter,100000,0
U1034,2024.01,2024.05,starter,100000,0
U1034,2024.01,2024.06,starter,100000,0
U1035,2024.01,2024.01,pro,400000,1
U1036,2024.01,2024.01,business,900000,0
U1036,2024.01,2024.02,business,918000,1
U1037,2024.01,2024.01,starter,100000,0
U1037,2024.01,2024.02,starter,100000,0
U1037,2024.01,2024.03,starter,100000,0
U1037,2024.01,2024.04,starter,100000,0
U1037,2024.01,2024.05,starter,100000,0
U1037,2024.01,2024.06,starter,100000,0
U1038,2024.01,2024.01,starter,100000,0
U1038,2024.01,2024.02,starter,100000,0
U1038,2024.01,2024.03,starter,100000,0
U1038,2024.01,2024.04,starter,100000,0
U1038,2024.01,2024.05,starter,100000,0
U1038,2024.01,2024.06,starter,100000,0
U1039,2024.01,2024.01,starter,100000,0
U1039,2024.01,2024.02,starter,100000,0
U1039,2024.01,2024.03,starter,100000,0
U1039,2024.01,2024.04,starter,100000,0
U1039,2024.01,2024.05,starter,100000,0
U1039,2024.01,2024.06,starter,100000,0
U1040,2024.01,2024.01,starter,100000,0
U1040,2024.01,2024.02,starter,100000,0
U1040,2024.01,2024.03,starter,100000,0
U1040,2024.01,2024.04,starter,100000,0
U1040,2024.01,2024.05,starter,100000,0
U1040,2024.01,2024.06,starter,100000,0
U1041,2024.01,2024.01,starter,100000,1
U1042,2024.01,2024.01,starter,100000,0
U1042,2024.01,2024.02,starter,100000,0
U1042,2024.01,2024.03,starter,100000,0
U1042,2024.01,2024.04,starter,100000,0
U1042,2024.01,2024.05,starter,100000,0
U1042,2024.01,2024.06,starter,100000,0
U1043,2024.01,2024.01,enterprise,2000000,0
U1043,2024.01,2024.02,enterprise,2040000,0
U1043,2024.01,2024.03,enterprise,2080000,0
U1043,2024.01,2024.04,enterprise,2120000,0
U1043,2024.01,2024.05,enterprise,2160000,0
U1043,2024.01,2024.06,enterprise,2200000,0
U1044,2024.01,2024.01,starter,100000,1
U1045,2024.01,2024.01,starter,100000,1
U1046,2024.01,2024.01,starter,100000,0
U1046,2024.01,2024.02,starter,100000,0
U1046,2024.01,2024.03,starter,100000,0
U1046,2024.01,2024.04,starter,100000,0
U1046,2024.01,2024.05,starter,100000,0
U1046,2024.01,2024.06,starter,100000,0
U1047,2024.01,2024.01,enterprise,2000000,0
U1047,2024.01,2024.02,enterprise,2040000,0
U1047,2024.01,2024.03,enterprise,2080000,0
U1047,2024.01,2024.04,enterprise,2120000,0
U1047,2024.01,2024.05,enterprise,2160000,0
U1047,2024.01,2024.06,enterprise,2200000,0
U1048,2024.01,2024.01,enterprise,2000000,0
U1048,2024.01,2024.02,enterprise,2040000,0
U1048,2024.01,2024.03,enterprise,2080000,0
U1048,2024.01,2024.04,enterprise,2120000,0
U1048,2024.01,2024.05,enterprise,2160000,0
U1048,2024.01,2024.06,enterprise,2200000,0
U1049,2024.01,2024.01,pro,400000,0
U1049,2024.01,2024.02,pro,408000,0
U1049,2024.01,2024.03,pro,416000,0
U1049,2024.01,2024.04,pro,424000,0
U1049,2024.01,2024.05,pro,432000,0
U1049,2024.01,2024.06,pro,440000,0
U1050,2024.01,2024.01,pro,400000,0
U1050,2024.01,2024.02,pro,408000,0
U1050,2024.01,2024.03,pro,416000,0
U1050,2024.01,2024.04,pro,424000,0
U1050,2024.01,2024.05,pro,432000,0
U1050,2024.01,2024.06,pro,440000,0
U1051,2024.01,2024.01,pro,400000,0
U1051,2024.01,2024.02,pro,408000,0
U1051,2024.01,2024.03,pro,416000,0
U1051,2024.01,2024.04,pro,424000,0
U1051,2024.01,2024.05,pro,432000,0
U1051,2024.01,2024.06,pro,440000,0
U1052,2024.01,2024.01,starter,100000,0
U1052,2024.01,2024.02,starter,100000,0
U1052,2024.01,2024.03,starter,100000,0
U1052,2024.01,2024.04,starter,100000,0
U1052,2024.01,2024.05,starter,100000,0
U1052,2024.01,2024.06,starter,100000,0
U1053,2024.01,2024.01,starter,100000,0
U1053,2024.01,2024.02,starter,100000,1
U1054,2024.01,2024.01,starter,100000,0
U1054,2024.01,2024.02,starter,100000,0
U1054,2024.01,2024.03,starter,100000,0
U1054,2024.01,2024.04,starter,100000,0
U1054,2024.01,2024.05,starter,100000,0
U1054,2024.01,2024.06,starter,100000,0
U1055,2024.01,2024.01,business,900000,0
U1055,2024.01,2024.02,business,918000,0
U1055,2024.01,2024.03,business,936000,0
U1055,2024.01,2024.04,business,954000,0
U1055,2024.01,2024.05,business,972000,0
U1055,2024.01,2024.06,business,990000,0
U1056,2024.01,2024.01,pro,400000,0
U1056,2024.01,2024.02,pro,408000,0
U1056,2024.01,2024.03,pro,416000,0
U1056,2024.01,2024.04,pro,424000,1
U1057,2024.01,2024.01,business,900000,0
U1057,2024.01,2024.02,business,918000,0
U1057,2024.01,2024.03,business,936000,0
U1057,2024.01,2024.04,business,954000,0
U1057,2024.01,2024.05,business,972000,0
U1057,2024.01,2024.06,business,990000,0
U1058,2024.01,2024.01,starter,100000,0
U1058,2024.01,2024.02,starter,100000,0
U1058,2024.01,2024.03,starter,100000,0
U1058,2024.01,2024.04,starter,100000,0
U1058,2024.01,2024.05,starter,100000,0
U1058,2024.01,2024.06,starter,100000,0
U1059,2024.01,2024.01,pro,400000,1
U1060,2024.01,2024.01,starter,100000,0
U1060,2024.01,2024.02,starter,100000,0
U1060,2024.01,2024.03,starter,100000,0
U1060,2024.01,2024.04,starter,100000,0
U1060,2024.01,2024.05,starter,100000,0
U1060,2024.01,2024.06,starter,100000,0
U1061,2024.01,2024.01,starter,100000,0
U1061,2024.01,2024.02,starter,100000,0
U1061,2024.01,2024.03,starter,100000,0
U1061,2024.01,2024.04,starter,100000,0
U1061,2024.01,2024.05,starter,100000,0
U1061,2024.01,2024.06,starter,100000,0
U1062,2024.01,2024.01,starter,100000,1
U1063,2024.01,2024.01,starter,100000,0
U1063,2024.01,2024.02,starter,100000,0
U1063,2024.01,2024.03,starter,100000,0
U1063,2024.01,2024.04,starter,100000,0
U1063,2024.01,2024.05,starter,100000,0
U1063,2024.01,2024.06,starter,100000,0
U1064,2024.01,2024.01,starter,100000,1
U1065,2024.01,2024.01,starter,100000,0
U1065,2024.01,2024.02,starter,100000,0
U1065,2024.01,2024.03,starter,100000,0
U1065,2024.01,2024.04,starter,100000,0
U1065,2024.01,2024.05,starter,100000,0
U1065,2024.01,2024.06,starter,100000,0
U1066,2024.01,2024.01,starter,100000,1
U1067,2024.01,2024.01,pro,400000,0
U1067,2024.01,2024.02,pro,408000,0
U1067,2024.01,2024.03,pro,416000,0
U1067,2024.01,2024.04,pro,424000,0
U1067,2024.01,2024.05,pro,432000,0
U1067,2024.01,2024.06,pro,440000,0
U1068,2024.01,2024.01,business,900000,0
U1068,2024.01,2024.02,business,918000,0
U1068,2024.01,2024.03,business,936000,0
U1068,2024.01,2024.04,business,954000,1
U1069,2024.01,2024.01,pro,400000,0
U1069,2024.01,2024.02,pro,408000,0
U1069,2024.01,2024.03,pro,416000,0
U1069,2024.01,2024.04,pro,424000,0
U1069,2024.01,2024.05,pro,432000,0
U1069,2024.01,2024.06,pro,440000,0
U1070,2024.01,2024.01,starter,100000,0
U1070,2024.01,2024.02,starter,100000,1
U1071,2024.01,2024.01,business,900000,0
U1071,2024.01,2024.02,business,918000,0
U1071,2024.01,2024.03,business,936000,0
U1071,2024.01,2024.04,business,954000,0
U1071,2024.01,2024.05,business,972000,0
U1071,2024.01,2024.06,business,990000,0
U1072,2024.01,2024.01,pro,400000,1
U1073,2024.01,2024.01,starter,100000,1
U1074,2024.01,2024.01,starter,100000,0
U1074,2024.01,2024.02,starter,100000,0
U1074,2024.01,2024.03,starter,100000,0
U1074,2024.01,2024.04,starter,100000,0
U1074,2024.01,2024.05,starter,100000,0
U1074,2024.01,2024.06,starter,100000,0
U1075,2024.01,2024.01,enterprise,2000000,0
U1075,2024.01,2024.02,enterprise,2040000,0
U1075,2024.01,2024.03,enterprise,2080000,0
U1075,2024.01,2024.04,enterprise,2120000,0
U1075,2024.01,2024.05,enterprise,2160000,0
U1075,2024.01,2024.06,enterprise,2200000,0
U1076,2024.01,2024.01,enterprise,2000000,1
U1077,2024.01,2024.01,starter,100000,0
U1077,2024.01,2024.02,starter,100000,0
U1077,2024.01,2024.03,starter,100000,0
U1077,2024.01,2024.04,starter,100000,0
U1077,2024.01,2024.05,starter,100000,0
U1077,2024.01,2024.06,starter,100000,0
U1078,2024.01,2024.01,starter,100000,0
U1078,2024.01,2024.02,starter,100000,0
U1078,2024.01,2024.03,starter,100000,0
U1078,2024.01,2024.04,starter,100000,1
U1079,2024.01,2024.01,business,900000,0
U1079,2024.01,2024.02,business,918000,0
U1079,2024.01,2024.03,business,936000,0
U1079,2024.01,2024.04,business,954000,0
U1079,2024.01,2024.05,business,972000,0
U1079,2024.01,2024.06,business,990000,0
U1080,2024.01,2024.01,starter,100000,0
U1080,2024.01,2024.02,starter,100000,0
U1080,2024.01,2024.03,starter,100000,0
U1080,2024.01,2024.04,starter,100000,0
U1080,2024.01,2024.05,starter,100000,0
U1080,2024.01,2024.06,starter,100000,0
U1081,2024.01,2024.01,starter,100000,0
U1081,2024.01,2024.02,starter,100000,0
U1081,2024.01,2024.03,starter,100000,0
U1081,2024.01,2024.04,starter,100000,0
U1081,2024.01,2024.05,starter,100000,0
U1081,2024.01,2024.06,starter,100000,0
U1082,2024.01,2024.01,starter,100000,0
U1082,2024.01,2024.02,starter,100000,0
U1082,2024.01,2024.03,starter,100000,0
U1082,2024.01,2024.04,starter,100000,0
U1082,2024.01,2024.05,starter,100000,0
U1082,2024.01,2024.06,starter,100000,0
U1083,2024.01,2024.01,pro,400000,1
U1084,2024.01,2024.01,starter,100000,0
U1084,2024.01,2024.02,starter,100000,0
U1084,2024.01,2024.03,starter,100000,0
U1084,2024.01,2024.04,starter,100000,0
U1084,2024.01,2024.05,starter,100000,0
U1084,2024.01,2024.06,starter,100000,0
U1085,2024.01,2024.01,starter,100000,0
U1085,2024.01,2024.02,starter,100000,0
U1085,2024.01,2024.03,starter,100000,0
U1085,2024.01,2024.04,starter,100000,0
U1085,2024.01,2024.05,starter,100000,0
U1085,2024.01,2024.06,starter,100000,0
U1086,2024.01,2024.01,pro,400000,0
U1086,2024.01,2024.02,pro,408000,0
U1086,2024.01,2024.03,pro,416000,0
U1086,2024.01,2024.04,pro,424000,0
U1086,2024.01,2024.05,pro,432000,0
U1086,2024.01,2024.06,pro,440000,0
U1087,2024.01,2024.01,starter,100000,1
U1088,2024.01,2024.01,starter,100000,1
U1089,2024.01,2024.01,starter,100000,0
U1089,2024.01,2024.02,starter,100000,1
U1090,2024.01,2024.01,starter,100000,0
U1090,2024.01,2024.02,starter,100000,0
U1090,2024.01,2024.03,starter,100000,0
U1090,2024.01,2024.04,starter,100000,0
U1090,2024.01,2024.05,starter,100000,0
U1090,2024.01,2024.06,starter,100000,0
U1091,2024.01,2024.01,pro,400000,1
U1092,2024.01,2024.01,pro,400000,0
U1092,2024.01,2024.02,pro,408000,1
U1093,2024.01,2024.01,starter,100000,1
U1094,2024.01,2024.01,enterprise,2000000,0
U1094,2024.01,2024.02,enterprise,2040000,1
U1095,2024.01,2024.01,starter,100000,0
U1095,2024.01,2024.02,starter,100000,0
U1095,2024.01,2024.03,starter,100000,0
U1095,2024.01,2024.04,starter,100000,0
U1095,2024.01,2024.05,starter,100000,0
U1095,2024.01,2024.06,starter,100000,0
U1096,2024.01,2024.01,pro,400000,0
U1096,2024.01,2024.02,pro,408000,0
U1096,2024.01,2024.03,pro,416000,0
U1096,2024.01,2024.04,pro,424000,0
U1096,2024.01,2024.05,pro,432000,0
U1096,2024.01,2024.06,pro,440000,0
U1097,2024.01,2024.01,business,900000,0
U1097,2024.01,2024.02,business,918000,0
U1097,2024.01,2024.03,business,936000,0
U1097,2024.01,2024.04,business,954000,0
U1097,2024.01,2024.05,business,972000,0
U1097,2024.01,2024.06,business,990000,0
U1098,2024.01,2024.01,starter,100000,0
U1098,2024.01,2024.02,starter,100000,0
U1098,2024.01,2024.03,starter,100000,0
U1098,2024.01,2024.04,starter,100000,0
U1098,2024.01,2024.05,starter,100000,0
U1098,2024.01,2024.06,starter,100000,0
U1099,2024.01,2024.01,starter,100000,0
U1099,2024.01,2024.02,starter,100000,0
U1099,2024.01,2024.03,starter,100000,0
U1099,2024.01,2024.04,starter,100000,0
U1099,2024.01,2024.05,starter,100000,0
U1099,2024.01,2024.06,starter,100000,0
U1100,2024.01,2024.01,starter,100000,0
U1100,2024.01,2024.02,starter,100000,0
U1100,2024.01,2024.03,starter,100000,0
U1100,2024.01,2024.04,starter,100000,0
U1100,2024.01,2024.05,starter,100000,0
U1100,2024.01,2024.06,starter,100000,0
U1101,2024.01,2024.01,starter,100000,1
U1102,2024.01,2024.01,starter,100000,0
U1102,2024.01,2024.02,starter,100000,0
U1102,2024.01,2024.03,starter,100000,0
U1102,2024.01,2024.04,starter,100000,0
U1102,2024.01,2024.05,starter,100000,0
U1102,2024.01,2024.06,starter,100000,0
U1103,2024.01,2024.01,starter,100000,1
U1104,2024.01,2024.01,starter,100000,0
U1104,2024.01,2024.02,starter,100000,0
U1104,2024.01,2024.03,starter,100000,0
U1104,2024.01,2024.04,starter,100000,0
U1104,2024.01,2024.05,starter,100000,0
U1104,2024.01,2024.06,starter,100000,0
U1105,2024.01,2024.01,pro,400000,0
U1105,2024.01,2024.02,pro,408000,0
U1105,2024.01,2024.03,pro,416000,0
U1105,2024.01,2024.04,pro,424000,0
U1105,2024.01,2024.05,pro,432000,1
U1106,2024.01,2024.01,starter,100000,0
U1106,2024.01,2024.02,starter,100000,0
U1106,2024.01,2024.03,starter,100000,0
U1106,2024.01,2024.04,starter,100000,0
U1106,2024.01,2024.05,starter,100000,0
U1106,2024.01,2024.06,starter,100000,0
U1107,2024.01,2024.01,pro,400000,1
U1108,2024.01,2024.01,starter,100000,0
U1108,2024.01,2024.02,starter,100000,1
U1109,2024.01,2024.01,pro,400000,1
U1110,2024.01,2024.01,starter,100000,1
U1111,2024.01,2024.01,starter,100000,1
U1112,2024.01,2024.01,starter,100000,0
U1112,2024.01,2024.02,starter,100000,0
U1112,2024.01,2024.03,starter,100000,0
U1112,2024.01,2024.04,starter,100000,0
U1112,2024.01,2024.05,starter,100000,0
U1112,2024.01,2024.06,starter,100000,0
U1113,2024.01,2024.01,starter,100000,1
U1114,2024.01,2024.01,pro,400000,0
U1114,2024.01,2024.02,pro,408000,0
U1114,2024.01,2024.03,pro,416000,0
U1114,2024.01,2024.04,pro,424000,0
U1114,2024.01,2024.05,pro,432000,0
U1114,2024.01,2024.06,pro,440000,0
U1115,2024.01,2024.01,pro,400000,0
U1115,2024.01,2024.02,pro,408000,0
U1115,2024.01,2024.03,pro,416000,1
U1116,2024.01,2024.01,starter,100000,1
U1117,2024.01,2024.01,pro,400000,0
U1117,2024.01,2024.02,pro,408000,0
U1117,2024.01,2024.03,pro,416000,0
U1117,2024.01,2024.04,pro,424000,0
U1117,2024.01,2024.05,pro,432000,0
U1117,2024.01,2024.06,pro,440000,0
U1118,2024.01,2024.01,pro,400000,0
U1118,2024.01,2024.02,pro,408000,0
U1118,2024.01,2024.03,pro,416000,0
U1118,2024.01,2024.04,pro,424000,0
U1118,2024.01,2024.05,pro,432000,0
U1118,2024.01,2024.06,pro,440000,0
U1119,2024.01,2024.01,starter,100000,0
U1119,2024.01,2024.02,starter,100000,0
U1119,2024.01,2024.03,starter,100000,0
U1119,2024.01,2024.04,starter,100000,0
U1119,2024.01,2024.05,starter,100000,0
U1119,2024.01,2024.06,starter,100000,0
U1120,2024.01,2024.01,starter,100000,0
U1120,2024.01,2024.02,starter,100000,0
U1120,2024.01,2024.03,starter,100000,0
U1120,2024.01,2024.04,starter,100000,0
U1120,2024.01,2024.05,starter,100000,0
U1120,2024.01,2024.06,starter,100000,0
U1121,2024.01,2024.01,pro,400000,1
U1122,2024.01,2024.01,enterprise,2000000,0
U1122,2024.01,2024.02,enterprise,2040000,0
U1122,2024.01,2024.03,enterprise,2080000,0
U1122,2024.01,2024.04,enterprise,2120000,0
U1122,2024.01,2024.05,enterprise,2160000,0
U1122,2024.01,2024.06,enterprise,2200000,0
U1123,2024.01,2024.01,starter,100000,0
U1123,2024.01,2024.02,starter,100000,0
U1123,2024.01,2024.03,starter,100000,0
U1123,2024.01,2024.04,starter,100000,0
U1123,2024.01,2024.05,starter,100000,0
U1123,2024.01,2024.06,starter,100000,0
U1124,2024.01,2024.01,business,900000,0
U1124,2024.01,2024.02,business,918000,0
U1124,2024.01,2024.03,business,936000,0
U1124,2024.01,2024.04,business,954000,0
U1124,2024.01,2024.05,business,972000,0
U1124,2024.01,2024.06,business,990000,0
U1125,2024.01,2024.01,business,900000,0
U1125,2024.01,2024.02,business,918000,0
U1125,2024.01,2024.03,business,936000,0
U1125,2024.01,2024.04,business,954000,0
U1125,2024.01,2024.05,business,972000,0
U1125,2024.01,2024.06,business,990000,0
U1126,2024.01,2024.01,business,900000,0
U1126,2024.01,2024.02,business,918000,1
U1127,2024.01,2024.01,business,900000,1
U1128,2024.01,2024.01,starter,100000,0
U1128,2024.01,2024.02,starter,100000,0
U1128,2024.01,2024.03,starter,100000,1
U1129,2024.01,2024.01,business,900000,1
U1130,2024.01,2024.01,starter,100000,0
U1130,2024.01,2024.02,starter,100000,0
U1130,2024.01,2024.03,starter,100000,0
U1130,2024.01,2024.04,starter,100000,0
U1130,2024.01,2024.05,starter,100000,0
U1130,2024.01,2024.06,starter,100000,0
U1131,2024.01,2024.01,starter,100000,0
U1131,2024.01,2024.02,starter,100000,1
U1132,2024.01,2024.01,pro,400000,0
U1132,2024.01,2024.02,pro,408000,0
U1132,2024.01,2024.03,pro,416000,0
U1132,2024.01,2024.04,pro,424000,0
U1132,2024.01,2024.05,pro,432000,0
U1132,2024.01,2024.06,pro,440000,0
U1133,2024.01,2024.01,pro,400000,1
U1134,2024.01,2024.01,starter,100000,0
U1134,2024.01,2024.02,starter,100000,0
U1134,2024.01,2024.03,starter,100000,0
U1134,2024.01,2024.04,starter,100000,0
U1134,2024.01,2024.05,starter,100000,0
U1134,2024.01,2024.06,starter,100000,0
U1135,2024.01,2024.01,starter,100000,0
U1135,2024.01,2024.02,starter,100000,0
U1135,2024.01,2024.03,starter,100000,0
U1135,2024.01,2024.04,starter,100000,0
U1135,2024.01,2024.05,starter,100000,0
U1135,2024.01,2024.06,starter,100000,0
U1136,2024.01,2024.01,starter,100000,1
U1137,2024.01,2024.01,starter,100000,0
U1137,2024.01,2024.02,starter,100000,0
U1137,2024.01,2024.03,starter,100000,0
U1137,2024.01,2024.04,starter,100000,0
U1137,2024.01,2024.05,starter,100000,0
U1137,2024.01,2024.06,starter,100000,0
U1138,2024.01,2024.01,pro,400000,0
U1138,2024.01,2024.02,pro,408000,0
U1138,2024.01,2024.03,pro,416000,0
U1138,2024.01,2024.04,pro,424000,0
U1138,2024.01,2024.05,pro,432000,0
U1138,2024.01,2024.06,pro,440000,0
U1139,2024.01,2024.01,starter,100000,1
U1140,2024.01,2024.01,starter,100000,0
U1140,2024.01,2024.02,starter,100000,0
U1140,2024.01,2024.03,starter,100000,0
U1140,2024.01,2024.04,starter,100000,0
U1140,2024.01,2024.05,starter,100000,0
U1140,2024.01,2024.06,starter,100000,0
U1141,2024.01,2024.01,starter,100000,0
U1141,2024.01,2024.02,starter,100000,0
U1141,2024.01,2024.03,starter,100000,0
U1141,2024.01,2024.04,starter,100000,0
U1141,2024.01,2024.05,starter,100000,0
U1141,2024.01,2024.06,starter,100000,0
U1142,2024.01,2024.01,starter,100000,1
U1143,2024.01,2024.01,starter,100000,0
U1143,2024.01,2024.02,starter,100000,0
U1143,2024.01,2024.03,starter,100000,0
U1143,2024.01,2024.04,starter,100000,0
U1143,2024.01,2024.05,starter,100000,0
U1143,2024.01,2024.06,starter,100000,0
U1144,2024.01,2024.01,pro,400000,1
U1145,2024.01,2024.01,starter,100000,0
U1145,2024.01,2024.02,starter,100000,0
U1145,2024.01,2024.03,starter,100000,0
U1145,2024.01,2024.04,starter,100000,0
U1145,2024.01,2024.05,starter,100000,0
U1145,2024.01,2024.06,starter,100000,0
U1146,2024.01,2024.01,pro,400000,0
U1146,2024.01,2024.02,pro,408000,0
U1146,2024.01,2024.03,pro,416000,0
U1146,2024.01,2024.04,pro,424000,0
U1146,2024.01,2024.05,pro,432000,0
U1146,2024.01,2024.06,pro,440000,0
U1147,2024.01,2024.01,business,900000,0
U1147,2024.01,2024.02,business,918000,0
U1147,2024.01,2024.03,business,936000,0
U1147,2024.01,2024.04,business,954000,0
U1147,2024.01,2024.05,business,972000,0
U1147,2024.01,2024.06,business,990000,0
U1148,2024.01,2024.01,business,900000,1
U1149,2024.01,2024.01,starter,100000,0
U1149,2024.01,2024.02,starter,100000,0
U1149,2024.01,2024.03,starter,100000,0
U1149,2024.01,2024.04,starter,100000,0
U1149,2024.01,2024.05,starter,100000,1
U1150,2024.01,2024.01,starter,100000,0
U1150,2024.01,2024.02,starter,100000,0
U1150,2024.01,2024.03,starter,100000,0
U1150,2024.01,2024.04,starter,100000,0
U1150,2024.01,2024.05,starter,100000,0
U1150,2024.01,2024.06,starter,100000,0
U1151,2024.01,2024.01,starter,100000,0
U1151,2024.01,2024.02,starter,100000,0
U1151,2024.01,2024.03,starter,100000,0
U1151,2024.01,2024.04,starter,100000,0
